제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),BMW 640i xDrive Luxury,2019-06-11,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 218d Gran Coupe,2020-06-23,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 118d,2019-07-04,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),X3 xDrive30d,2020-08-28,2020-10-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 630d xDrive,2020-06-15,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 M50i,2019-01-29,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 M50d,2017-11-03,2020-07-10,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 M,2019-12-19,2020-11-20,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 xDrive30d xLine,2019-07-29,2020-07-17,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 xDrive20i xLine,2019-07-30,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 xDrive20d M Sport Package,2019-07-16,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 M40i,2020-06-03,2020-11-16,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 M40d,2019-08-10,2020-03-26,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X4 M Competition,2020-06-02,2020-11-19,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 xDrive30e xLine,2019-12-19,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 640i xDrive,2020-06-26,2020-10-08,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 630i xDrive Luxury,2019-07-03,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 630i xDrive,2020-06-16,2021-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 xDrive20d M Sport Package,2019-07-09,2020-11-22,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 M40i,2020-03-17,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 M Competition,2020-06-04,2020-11-17,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M8 Coupe,2015-10-21,2020-09-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M8 Coupe,2017-07-05,2020-08-18,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M760Li xDrive,2019-02-28,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M550i xDrive,2020-06-30,2020-10-27,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M5,2018-07-01,2020-06-26,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M5,2020-07-01,2020-10-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M340i xDrive Touring,2020-02-28,2020-10-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M340i,2020-06-28,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW M235i xDrive Gran Coupe,2020-03-05,2020-10-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 840i xDrive Gran Coupe,2018-10-02,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 840i xDrive Coupe,2019-06-17,2020-09-22,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 840i xDrive,2018-07-09,2018-07-09,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 840d xDrive Gran Coupe,2019-06-27,2020-07-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 750Li xDrive,2019-02-27,2020-01-15,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 745Le iPerformance,2019-04-02,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 745e iPerformance,2018-04-02,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 740Li xDrive,2019-02-27,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 740Ld xDrive,2019-03-07,2020-01-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 630d xDrive,2019-06-27,2020-01-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 620d xDrive Luxury,2019-07-05,2020-06-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 620d xDrive,2020-06-15,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 620d Luxury,2019-06-27,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 620d,2020-06-29,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 540i xDrive,2020-06-15,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 540i xDrive Luxury,2019-06-25,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530i xDrive Luxury,2019-06-13,2020-06-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530i xDrive,2020-06-16,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
스텔란티스코리아 주식회사,짚그랜드체로키,2022-09-29,2023-03-03,2023-07-13,차량 조립 과정에서 뒷바퀴측 코일 스프링을 잘못 조립하여 뒷바퀴측 코일 스프링이 주행 중 차에서 분리될 수 있습니다.
기아 주식회사,스포티지(KM),2007-10-13,2009-05-21,2023-01-04,"16. 12. 9 리콜 시행 했으나, 일부 차량에서 HECU 점검 방법 미흡으로 미세한 불량을 검출하지 못하고 리콜 조치 이후에도 모듈 내부 회로 기판내 수분 및 이물 잔존되어 전기적 합선 가능성"
스텔란티스코리아 주식회사,짚랭글러 PHEV,2020-09-22,2022-08-12,2023-01-09,트랜스미션 컨트롤 모듈 프로그램 설계 오류
폭스바겐그룹코리아 주식회사,플라잉스퍼,2020-10-23,2022-12-12,2023-06-23,"특정 기간 동안 생산/수입된 일부 차량의 앞 좌석 후면에 장착된 뒷좌석용 엔터테인먼트 스크린 고정 장치가 제조 공정상의 오류로 인하여, 고정 장치 홀더 조립이 누락 되거나, 반대 방향으로 조립 되었을 가능성이 있습니다. 이러한 경우, 장착된 스크린의 고정 잠금 유지 기능이 없거나, 올바르게 작동하지 않을 수 있습니다."
폭스바겐그룹코리아 주식회사,Golf 8 2.0 GTI,2023-05-30,2023-06-26,2023-07-14,특정 기간 동안 생산 수입된 일부 차량에 탑재된 운전자지원첨단조향장치 소프트웨어 오 류로 인 하여 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제 89 조 제 2 항 조향장치 의 일부를 준수하지않아 국내 자동차 안전 기준을 충족하지 않습니다
메르세데스벤츠코리아(주),GLE 350 e 4MATIC,2021-08-02,2022-08-22,2023-09-08,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
